88	2887	54	5	
89	2218	63	7	
90	1771	55	8	
91	2530	57	6	
92	6060	59	4	
93	1413	50	4	
94	1309	68	1	
95	1352	59	2	
96	1122	48	8	
97	6984	81	1	
98	92	21	5	
99	2999	31	7	
100	1508	31	8	
1	0	42	9	
2	120	43	9	
3	105	56	8	
4	22	54	9	
5	156	51	8	
6	5	43	3	
7	4	41	1	
8	17	66	8	
9	106	56	7	
10	788	15	6	
11	206	36	3	
12	8	82	6	
13	891	27	4	
14	1146	36	6	
15	876	64	5	
16	929	34	6	
17	81	76	5	
18	364	64	8	
19	2595	1	7	
20	1312	15	6	
21	947	67	5	
22	134	70	2	
23	2017	100	2	
24	1475	96	3	
25	2376	97	5	
26	11	88	7	
27	286	6	2	
28	1238	57	1	
29	1165	13	4	
30	940	28	1	
31	442	26	8	
32	293	95	2	
33	679	21	6	
34	362	33	6	
35	1004	73	7	
36	790	19	2	
37	297	69	4	
38	33	39	4	
39	516	66	8	
40	1437	18	3	
41	212	24	5	
42	975	29	5	
43	224	42	2	
44	82	60	3	
45	825	65	6	
46	2776	47	4	
47	342	94	9	
48	1863	8	8	
49	625	35	8	
50	468	17	2	
51	991	4	7	
52	1296	71	3	
53	509	19	2	
54	120	47	4	
55	2171	26	7	
56	5100	24	6	
57	1226	94	7	
58	255	88	5	
59	1532	44	9	
60	1581	15	2	
61	682	45	9	
62	2976	40	6	
63	1179	60	6	
64	488	94	2	
65	3433	34	1	
66	59	79	5	
67	1078	25	5	
68	7518	92	5	
69	72	64	1	
70	3381	26	1	
71	3181	64	6	
72	3025	70	6	
73	5765	90	3	
74	2077	79	2	
75	1140	36	9	
76	862	29	6	
77	4540	89	6	
78	441	42	5	
79	535	28	7	
80	790	68	2	
81	200	59	3	
82	1233	59	6	
83	1264	74	7	
84	2005	91	7	
85	606	61	7	
86	5132	94	1	
87	596	99	9	
88	2173	29	5	
89	3998	99	3	
90	4800	51	5	
91	2254	93	5	
92	1972	9	9	
93	2297	77	3	
94	3047	12	4	
95	683	31	7	
96	400	7	6	
97	1929	89	9	
98	204	80	5	
99	3223	31	3	
100	3097	89	6	
1	0	76	8	
2	44	100	6	
3	100	24	9	
4	5	75	1	
5	36	46	2	
6	222	75	9	
7	21	71	6	
8	15	59	4	
9	313	39	6	
10	909	92	9	
11	255	41	6	
12	10	56	6	
13	249	54	3	
14	301	66	9	
15	145	74	7	
16	60	63	2	
17	619	99	3	
18	302	57	3	
19	189	29	3	
20	1556	90	7	
21	732	98	2	
22	1789	92	4	
23	193	87	3	
24	616	65	7	
25	1563	22	2	
26	896	60	6	
27	262	59	5	
28	924	13	9	
29	93	40	2	
30	897	50	7	
31	181	72	6	
32	611	41	2	
33	48	6	7	
34	173	72	2	
35	818	99	2	
36	1299	88	4	
37	712	78	9	
38	4778	5	8	
39	4025	96	3	
40	1324	77	4	
41	205	35	4	
42	3146	94	9	
43	1375	17	4	
44	735	44	7	
45	579	15	3	
46	503	99	6	
47	1778	37	8	
48	2146	72	5	
49	478	11	3	
50	1749	63	8	
51	2578	38	6	
52	354	58	5	
53	1304	26	2	
54	4535	70	6	
55	1011	59	4	
56	164	63	5	
57	400	6	7	
58	654	45	5	
59	794	23	3	
60	22	12	9	
61	1216	9	2	
62	2522	55	7	
63	2397	30	5	
64	594	47	5	
65	66	58	3	
66	2489	43	4	
67	2106	93	1	
68	3631	39	5	
69	1049	39	4	
70	1717	14	1	
71	455	97	9	
72	2801	43	8	
73	2375	78	2	
74	329	52	7	
75	1359	57	7	
76	1468	30	2	
77	1201	67	8	
78	4054	90	8	
79	3894	89	5	
80	6991	17	3	
81	9912	14	4	
82	2420	44	1	
83	474	10	1	
84	2942	100	5	
85	4441	27	1	
86	3003	67	2	
87	3089	46	4	
88	2812	17	5	
89	1849	32	4	
90	2011	94	3	
91	2900	5	2	
92	7407	95	2	
93	3013	47	1	
94	2539	27	8	
95	4783	51	2	
96	812	10	7	
97	142	29	5	
98	784	73	8	
99	876	7	5	
100	2161	9	8	
1	0	47	5	
2	11	48	1	
3	3	93	6	
4	28	2	2	
5	283	49	7	
6	440	28	1	
7	6	22	4	
8	40	4	5	
9	283	41	1	
10	267	19	7	
11	668	25	8	
12	236	16	4	
13	195	76	9	
14	1035	50	9	
15	658	69	5	
16	1531	35	1	
17	438	37	1	
18	1327	83	2	
19	942	77	3	
20	1434	65	5	
21	94	26	9	
22	324	41	9	
23	486	53	3	
24	278	88	7	
25	581	76	1	
26	315	91	8	
27	1105	84	8	
28	698	8	9	
29	899	80	4	
30	614	86	8	
31	846	82	3	
32	2030	98	2	
33	981	55	9	
34	520	41	4	
35	997	96	7	
36	418	85	2	
37	1312	78	9	
38	5017	97	9	
39	2446	74	6	
40	793	19	3	
41	449	66	4	
42	1166	69	4	
43	1727	86	9	
44	683	78	4	
45	2633	50	5	
46	1445	70	4	
47	1348	44	8	
48	1496	68	9	
49	4052	51	3	
50	1446	13	3	
51	954	14	4	
52	683	43	6	
53	516	38	3	
54	15	63	6	
55	3380	90	7	
56	5	81	1	
57	647	25	2	
58	621	73	5	
59	291	86	7	
60	3558	71	2	
61	782	31	8	
62	2682	20	1	
63	48	64	5	
64	549	57	2	
65	3487	80	9	
66	1976	30	6	
67	4028	61	6	
68	2679	46	9	
69	2794	87	5	
70	1053	48	4	
71	8926	90	8	
72	694	65	3	
73	3502	100	5	
74	5325	80	9	
75	1282	98	4	
76	110	31	7	
77	6598	100	4	
78	174	56	4	
79	3404	11	5	
80	5	90	1	
81	1510	76	7	
82	250	16	6	
83	4924	69	8	
84	945	68	9	
85	1235	88	3	
86	3061	43	9	
87	2864	55	3	
88	91	16	9	
89	475	53	3	
90	10	77	3	
91	912	30	7	
92	811	24	9	
93	4245	1	2	
94	1147	34	4	
95	8743	90	9	
96	623	29	4	
97	2373	72	2	
98	12249	22	2	
99	771	27	2	
100	515	48	6	
1	0	60	4	
2	11	88	7	
3	141	75	6	
4	97	97	4	
5	74	21	1	
6	169	29	7	
7	276	74	8	
8	311	86	2	
9	362	11	2	
10	383	66	6	
11	214	71	5	
12	66	32	5	
13	1035	78	4	
14	476	25	1	
15	339	75	9	
16	303	1	6	
17	23	16	6	
18	65	15	7	
19	615	74	4	
20	495	37	4	
21	597	36	3	
22	315	86	5	
23	54	83	6	
24	905	61	3	
25	46	94	7	
26	425	24	4	
27	405	70	9	
28	257	66	1	
29	444	62	9	
30	2804	55	4	
31	561	32	8	
32	436	35	8	
33	453	3	7	
34	599	69	4	
35	2231	71	3	
36	2195	55	8	
37	3083	49	2	
38	283	80	7	
39	1377	9	1	
40	693	57	8	
41	3264	11	7	
42	170	59	6	
43	455	3	3	
44	316	55	5	
45	1114	85	9	
46	1984	3	3	
47	764	24	8	
48	3365	84	8	
49	1896	60	3	
50	3125	64	1	
51	199	44	4	
52	1395	65	6	
53	564	34	1	
54	1654	75	7	
55	985	21	8	
56	1041	79	3	
57	1599	52	5	
58	565	33	3	
59	351	4	6	
60	3087	36	4	
61	537	47	9	
62	1862	17	6	
63	2284	30	9	
64	3743	34	5	
65	9161	48	3	
66	579	44	9	
67	2549	71	1	
68	75	24	8	
69	1822	51	2	
70	1671	90	4	
71	5361	48	9	
72	8419	32	3	
73	404	88	7	
74	4438	82	2	
75	5544	65	4	
76	941	22	8	
77	4349	66	6	
78	6161	34	7	
79	4662	82	2	
80	2474	65	5	
81	4418	21	2	
82	2031	21	2	
83	717	99	4	
84	1655	54	3	
85	889	77	2	
86	3357	2	7	
87	5151	77	3	
88	4138	18	9	
89	896	88	2	
90	1534	82	6	
91	1047	82	9	
92	6800	56	5	
93	3622	77	5	
94	7110	4	2	
95	7441	61	8	
96	4872	40	9	
97	7325	58	3	
98	8290	81	9	
99	2165	98	2	
100	1072	33	4	
